athlete_key,geography_key,time_key,events_entered,sports_entered
602,322,2024,3,1
602,322,2025,3,1
603,322,2022,1,1
603,322,2023,1,1
603,322,2024,1,1
603,322,2025,1,1
604,-1,2015,4,1
604,-1,2016,1,1
604,-1,2017,1,1
604,-1,2018,1,1
604,322,2019,1,1
604,322,2022,1,1
604,322,2023,1,1
604,322,2024,1,1
604,322,2025,1,1
605,-1,2016,1,1
605,-1,2017,1,1
605,-1,2018,1,1
605,322,2019,1,1
605,322,2022,1,1
605,322,2023,1,1
605,322,2024,1,1
605,322,2025,1,1
607,-1,2016,1,1
607,-1,2017,1,1
607,-1,2018,1,1
607,322,2019,1,1
607,322,2022,1,1
607,322,2023,1,1
607,322,2024,1,1
607,322,2025,1,1
609,-1,2015,4,1
609,-1,2016,1,1
609,-1,2017,3,1
609,-1,2018,1,1
609,322,2019,1,1
609,322,2022,1,1
609,322,2023,1,1
609,322,2024,1,1
609,322,2025,1,1
610,-1,2016,3,1
610,-1,2017,3,1
610,-1,2018,3,1
610,322,2019,3,1
610,322,2022,1,1
610,322,2023,1,1
610,322,2024,1,1
610,322,2025,1,1
612,-1,2016,1,1
612,-1,2017,1,1
612,-1,2018,1,1
612,237,2023,3,1
612,322,2019,1,1
612,322,2022,3,1
612,322,2024,1,1
612,322,2025,1,1
613,-1,2016,1,1
613,-1,2017,1,1
613,-1,2018,1,1
613,322,2019,1,1
613,322,2022,1,1
613,322,2023,1,1
613,322,2024,1,1
613,322,2025,1,1
614,322,2022,3,1
614,322,2023,3,1
614,322,2024,1,1
616,322,2022,1,1
616,322,2023,1,1
617,-1,2018,1,1
617,322,2019,1,1
617,322,2022,1,1
617,322,2023,1,1
617,322,2024,1,1
617,322,2025,1,1
619,-1,2015,3,1
619,-1,2016,3,1
619,-1,2017,2,1
619,-1,2018,3,1
619,-1,2019,3,1
619,-1,2022,2,1
619,54,2023,2,1
619,54,2025,3,1
620,54,2023,1,1
620,118,2015,3,1
620,118,2016,3,1
620,118,2017,3,1
620,118,2018,3,1
620,118,2019,3,1
621,54,2022,1,1
621,54,2023,1,1
621,54,2024,1,1
621,54,2025,7,1
621,118,2015,3,1
621,118,2016,3,1
621,118,2017,3,1
621,118,2018,3,1
621,118,2019,3,1
622,54,2022,2,1
622,54,2023,2,1
622,54,2024,3,1
622,54,2025,3,1
622,118,2018,3,1
622,118,2019,3,1
623,54,2022,2,1
623,54,2023,2,1
623,54,2024,1,1
623,54,2025,7,1
623,118,2015,3,1
623,118,2016,3,1
623,118,2017,3,1
623,118,2018,3,1
623,118,2019,3,1
624,-1,2019,1,1
624,-1,2022,1,1
624,54,2023,1,1
624,54,2024,1,1
624,54,2025,7,1
626,54,2022,2,1
626,54,2023,2,1
626,54,2024,3,1
626,54,2025,3,1
626,118,2015,3,1
626,118,2016,3,1
626,118,2017,3,1
626,118,2018,3,1
626,118,2019,3,1
628,-1,2015,2,1
628,-1,2016,1,1
628,-1,2017,1,1
628,-1,2018,1,1
628,-1,2019,1,1
628,-1,2022,1,1
628,-1,2023,3,1
628,54,2024,1,1
630,-1,2019,1,1
630,-1,2022,1,1
630,54,2023,1,1
630,54,2024,1,1
630,54,2025,7,1
630,118,2016,3,1
630,118,2017,3,1
633,-1,2015,1,1
633,-1,2016,1,1
633,-1,2017,2,1
633,-1,2018,2,1
633,-1,2019,1,1
633,-1,2022,1,1
633,-1,2023,1,1
633,54,2024,1,1
633,54,2025,7,1
634,-1,2015,3,1
634,-1,2016,3,1
634,-1,2017,3,1
634,-1,2018,3,1
634,-1,2019,3,1
634,-1,2022,2,1
634,54,2023,2,1
634,54,2024,3,1
635,-1,2019,3,1
635,225,2022,3,1
635,225,2023,3,1
636,-1,2015,1,1
636,-1,2016,1,1
636,-1,2017,1,1
636,-1,2018,1,1
636,-1,2019,1,1
636,225,2022,3,1
636,225,2023,3,1
637,225,2022,3,1
637,225,2023,3,1
638,225,2025,1,1
641,225,2024,1,1
645,225,2024,3,1
645,225,2025,3,1
646,-1,2015,1,1
646,-1,2017,1,1
646,-1,2018,1,1
646,-1,2019,1,1
646,225,2022,1,1
646,225,2023,1,1
646,225,2024,1,1
646,225,2025,1,1
648,225,2022,1,1
648,225,2023,1,1
648,225,2024,1,1
648,225,2025,1,1
649,-1,2015,1,1
649,-1,2016,1,1
649,-1,2017,1,1
649,-1,2018,1,1
649,-1,2019,1,1
649,225,2022,1,1
649,225,2023,1,1
649,225,2024,1,1
649,225,2025,1,1
652,-1,2015,1,1
652,-1,2016,1,1
