athlete_key,geography_key,time_key,events_entered,sports_entered
3322,-1,2022,3,1
3322,-1,2023,3,1
3322,259,2015,3,1
3322,259,2016,3,1
3322,259,2017,3,1
3322,259,2018,3,1
3322,259,2019,3,1
3322,259,2024,3,1
3322,259,2025,1,1
3323,-1,2015,2,1
3324,251,2016,1,1
3324,277,2015,3,1
3327,-1,2023,1,1
3327,259,2024,3,1
3327,259,2025,3,1
3329,-1,2019,1,1
3329,-1,2022,3,1
3329,-1,2023,1,1
3329,259,2024,1,1
3329,259,2025,1,1
3332,-1,2018,3,1
3332,259,2016,3,1
3332,259,2017,3,1
3332,259,2019,3,1
3332,259,2022,3,1
3332,259,2023,3,1
3332,259,2024,3,1
3332,259,2025,3,1
3333,259,2015,3,1
3333,259,2016,3,1
3333,259,2017,3,1
3333,259,2018,3,1
3333,259,2019,3,1
3333,259,2022,3,1
3333,259,2023,3,1
3333,259,2024,1,1
3333,259,2025,1,1
3334,259,2022,1,1
3334,259,2023,1,1
3334,259,2024,1,1
3334,259,2025,1,1
3337,-1,2015,2,1
3337,-1,2016,2,1
3337,-1,2017,2,1
3337,-1,2018,2,1
3337,-1,2019,2,1
3337,-1,2023,2,1
3337,259,2024,2,1
3337,259,2025,2,1
3338,259,2015,6,1
3338,259,2016,1,1
3338,259,2017,1,1
3338,259,2018,1,1
3338,259,2019,1,1
3338,259,2022,1,1
3338,259,2023,1,1
3339,259,2015,1,1
3339,259,2016,1,1
3339,259,2017,1,1
3339,259,2018,1,1
3339,259,2019,1,1
3344,259,2015,3,1
3344,259,2017,3,1
3344,259,2018,3,1
3344,259,2019,3,1
3344,259,2022,3,1
3344,259,2023,3,1
3344,259,2024,3,1
3344,259,2025,3,1
3345,259,2024,1,1
3345,259,2025,1,1
3346,259,2015,1,1
3346,259,2016,1,1
3346,259,2017,1,1
3346,259,2018,1,1
3346,259,2019,1,1
3346,259,2022,1,1
3346,259,2023,1,1
3346,259,2024,1,1
3346,259,2025,1,1
3347,259,2016,1,1
3347,259,2017,1,1
3347,259,2018,1,1
3347,259,2019,1,1
3347,259,2022,3,1
3347,259,2023,3,1
3347,259,2024,3,1
3347,259,2025,3,1
3348,259,2015,1,1
3348,259,2016,1,1
3348,259,2017,1,1
3348,259,2018,1,1
3348,259,2019,1,1
3349,259,2018,1,1
3349,259,2019,1,1
3349,259,2022,1,1
3349,259,2023,1,1
3349,259,2024,1,1
3349,259,2025,1,1
3350,-1,2022,1,1
3350,-1,2023,1,1
3350,259,2015,1,1
3350,259,2016,1,1
3350,259,2017,1,1
3350,259,2018,1,1
3350,259,2019,1,1
3350,259,2024,1,1
3350,259,2025,1,1
3357,-1,2015,6,1
3357,-1,2016,1,1
3357,-1,2017,1,1
3357,-1,2018,1,1
3357,-1,2019,1,1
3357,-1,2022,3,1
3357,-1,2023,1,1
3357,259,2024,1,1
3357,259,2025,1,1
3366,354,2017,1,1
3366,354,2022,1,1
3366,354,2023,1,1
3366,354,2024,1,1
3366,354,2025,1,1
3368,354,2017,1,1
3368,354,2018,1,1
3368,354,2019,1,1
3368,354,2022,1,1
3368,354,2023,1,1
3368,354,2024,1,1
3368,354,2025,1,1
3369,245,2015,3,1
3369,245,2016,2,1
3369,354,2017,1,1
3369,354,2018,1,1
3369,354,2019,1,1
3369,354,2022,1,1
3369,354,2024,1,1
3369,354,2025,1,1
3370,354,2017,1,1
3370,354,2018,1,1
3370,354,2019,1,1
3370,354,2022,1,1
3372,354,2017,1,1
3372,354,2018,1,1
3372,354,2019,1,1
3372,354,2022,1,1
3372,354,2023,1,1
3372,354,2024,1,1
3372,354,2025,1,1
3373,354,2017,1,1
3373,354,2018,1,1
3373,354,2019,1,1
3373,354,2022,1,1
3373,354,2023,1,1
3373,354,2025,1,1
3376,354,2017,1,1
3376,354,2018,1,1
3376,354,2019,1,1
3376,354,2022,1,1
3376,354,2023,1,1
3376,354,2024,1,1
3376,354,2025,1,1
3379,354,2025,1,1
3380,354,2019,1,1
3380,354,2022,1,1
3380,354,2023,1,1
3380,354,2024,1,1
3380,354,2025,1,1
3380,376,2017,1,1
3380,376,2018,1,1
3381,354,2017,1,1
3381,354,2018,1,1
3381,354,2019,1,1
3381,354,2022,1,1
3381,354,2023,1,1
3381,354,2024,1,1
3381,354,2025,1,1
3382,354,2017,1,1
3382,354,2018,1,1
3382,354,2019,1,1
3382,354,2022,1,1
3382,354,2023,1,1
3382,354,2024,1,1
3382,354,2025,1,1
3383,324,2019,3,1
3384,324,2016,3,1
3384,324,2019,3,1
3384,324,2022,3,1
3384,324,2023,3,1
3384,324,2024,3,1
3385,324,2025,3,1
3386,324,2023,3,1
3386,324,2025,3,1
3387,324,2016,3,1
3387,324,2017,3,1
3387,324,2018,3,1
3387,324,2022,3,1
3388,324,2022,3,1
3388,324,2024,3,1
3388,324,2025,3,1
3390,324,2019,3,1
3390,324,2025,3,1
3391,324,2015,3,1
3392,324,2018,3,1
3392,324,2019,3,1
3392,324,2023,3,1
3392,324,2025,3,1
3396,324,2024,3,1
3396,324,2025,3,1
3398,324,2023,3,1
3398,324,2024,3,1
3400,324,2015,3,1
3400,324,2016,3,1
3404,324,2015,3,1
3405,324,2015,3,1
3405,324,2016,3,1
3406,324,2025,3,1
3408,324,2015,2,1
3408,324,2016,2,1
3408,324,2017,2,1
3408,324,2019,2,1
3408,324,2023,2,1
3408,324,2025,2,1
3409,324,2016,3,1
3409,324,2017,3,1
3409,324,2018,3,1
3409,324,2019,3,1
3409,324,2023,3,1
3409,324,2025,2,1
3411,324,2015,3,1
3411,324,2016,3,1
3411,324,2017,3,1
3411,324,2022,3,1
3411,324,2023,3,1
3411,324,2024,3,1
3412,324,2023,3,1
3412,324,2024,3,1
3412,324,2025,3,1
3415,324,2019,3,1
3415,324,2022,3,1
3415,324,2025,3,1
3416,324,2015,3,1
3417,324,2024,3,1
3418,324,2015,3,1
3418,324,2016,1,1
3418,324,2018,1,1
3418,324,2019,1,1
3418,324,2023,1,1
3418,324,2024,1,1
3419,324,2023,1,1
3419,324,2024,1,1
3419,324,2025,1,1
3420,324,2023,3,1
3425,324,2015,3,1
3425,324,2016,3,1
3425,324,2017,3,1
3425,324,2018,3,1
3425,324,2022,3,1
3425,324,2024,3,1
3427,324,2016,3,1
3427,324,2017,3,1
3428,324,2015,1,1
3428,324,2017,1,1
3430,216,2015,2,1
3430,216,2016,2,1
3430,216,2018,2,1
3430,216,2019,2,1
3430,324,2022,3,1
3430,324,2024,3,1
3431,324,2016,1,1
3431,324,2017,1,1
3431,324,2018,1,1
3431,324,2019,1,1
3431,324,2023,1,1
3431,324,2024,1,1
3431,324,2025,1,1
3433,324,2016,2,1
3434,324,2024,3,1
3435,324,2016,2,1
3435,324,2018,3,1
3435,324,2022,3,1
3435,324,2023,3,1
3435,324,2025,3,1
3436,324,2015,3,1
3436,324,2017,3,1
3436,324,2018,3,1
3436,324,2019,3,1
3436,324,2022,3,1
3436,324,2023,3,1
3436,324,2024,3,1
3437,324,2018,3,1
3437,324,2022,3,1
3437,324,2023,3,1
3437,324,2024,3,1
3440,324,2022,3,1
3440,324,2025,3,1
3443,324,2015,3,1
3443,324,2016,1,1
3443,324,2017,1,1
3443,324,2018,1,1
3443,324,2019,1,1
3443,324,2022,3,1
3443,324,2025,2,1
3445,324,2024,3,1
3445,324,2025,3,1
3446,324,2023,3,1
3446,324,2025,3,1
3447,324,2015,3,1
3447,324,2016,3,1
3447,324,2018,3,1
3447,324,2019,3,1
3447,324,2022,3,1
3447,324,2023,3,1
3447,324,2024,3,1
3450,324,2019,3,1
3451,324,2024,3,1
3452,324,2015,3,1
3453,324,2025,3,1
3454,324,2016,3,1
3454,324,2017,3,1
3454,324,2019,3,1
3454,324,2022,3,1
3454,324,2023,3,1
3455,324,2018,2,1
3455,324,2019,2,1
3455,324,2022,2,1
3455,324,2023,2,1
3455,324,2025,3,1
3458,324,2017,3,1
3458,324,2018,3,1
3458,324,2019,3,1
3458,324,2022,3,1
3458,324,2024,3,1
3458,324,2025,3,1
3459,324,2018,3,1
3459,324,2019,3,1
3459,324,2025,1,1
3460,324,2015,3,1
3460,324,2016,1,1
3460,324,2017,1,1
3460,324,2018,1,1
3460,324,2019,1,1
3460,324,2022,3,1
3460,324,2023,1,1
3460,324,2024,1,1
3460,324,2025,1,1
3461,324,2019,3,1
3461,324,2024,3,1
3462,318,2016,1,1
3462,318,2017,1,1
3462,318,2019,1,1
3462,318,2022,1,1
3462,318,2024,1,1
3463,318,2015,8,1
3463,318,2016,1,1
3463,318,2017,1,1
3463,318,2018,1,1
3463,318,2019,1,1
3463,318,2022,1,1
3463,318,2023,1,1
3463,318,2024,1,1
3463,318,2025,7,1
3464,318,2023,1,1
3464,318,2024,1,1
3464,318,2025,7,1
3465,318,2015,2,1
3465,318,2018,1,1
3465,318,2019,1,1
3465,318,2022,1,1
3465,318,2023,1,1
3465,318,2024,1,1
3465,318,2025,7,1
3466,318,2016,1,1
3466,318,2017,1,1
3466,318,2018,1,1
3466,318,2019,1,1
3466,318,2022,1,1
3466,318,2023,1,1
3466,318,2025,7,1
3472,318,2022,1,1
3472,318,2023,1,1
3472,318,2024,1,1
3472,318,2025,7,1
3474,318,2015,6,1
3474,318,2019,1,1
3474,318,2022,1,1
3474,318,2023,1,1
3474,318,2024,1,1
3474,318,2025,7,1
3475,351,2015,3,1
3475,351,2016,3,1
3475,351,2017,3,1
3475,351,2018,3,1
3475,351,2019,3,1
3477,351,2015,1,1
3477,351,2016,1,1
3477,351,2017,1,1
3477,351,2018,1,1
3477,351,2019,1,1
3478,351,2015,1,1
3478,351,2016,1,1
3478,351,2017,2,1
3478,351,2018,1,1
3478,351,2019,1,1
3480,351,2019,1,1
3481,351,2015,3,1
3481,351,2016,3,1
3481,351,2017,3,1
3481,351,2018,3,1
3481,351,2019,3,1
3484,351,2015,2,1
3484,351,2016,2,1
3484,351,2017,2,1
3484,351,2018,2,1
3486,317,2015,3,1
3486,317,2016,3,1
3486,317,2017,3,1
3486,317,2018,3,1
3486,351,2019,3,1
3488,332,2018,1,1
3488,332,2019,1,1
3490,332,2015,2,1
3490,332,2016,2,1
3490,332,2018,2,1
3490,332,2019,2,1
3491,332,2015,1,1
3491,332,2016,2,1
3491,332,2017,2,1
3491,332,2018,2,1
3491,332,2019,2,1
3493,332,2015,1,1
3493,332,2016,1,1
3493,332,2017,1,1
3493,332,2018,1,1
3493,332,2019,1,1
3496,332,2015,4,1
3496,332,2016,1,1
3496,332,2017,1,1
3496,332,2018,1,1
3496,332,2019,1,1
3497,332,2015,2,1
3497,332,2016,2,1
3500,332,2015,1,1
3500,332,2016,1,1
3500,332,2017,1,1
3502,332,2015,1,1
3502,332,2016,1,1
3502,332,2017,2,1
3502,332,2018,2,1
3502,332,2019,2,1
3503,332,2015,2,1
3503,332,2016,2,1
3503,332,2017,2,1
3503,332,2018,2,1
3503,332,2019,2,1
3505,332,2015,1,1
3505,332,2016,1,1
3505,332,2017,1,1
3505,332,2018,1,1
3505,332,2019,1,1
3506,270,2015,1,1
3506,270,2016,1,1
3506,270,2017,1,1
3506,270,2018,1,1
3506,270,2019,1,1
3507,270,2015,2,1
3507,270,2016,2,1
3507,270,2017,1,1
3507,270,2018,2,1
3508,270,2017,1,1
3508,270,2019,1,1
3510,270,2015,1,1
3510,270,2016,1,1
3510,270,2018,1,1
3510,270,2019,1,1
3511,270,2019,1,1
3512,270,2015,1,1
3512,270,2018,1,1
3513,270,2015,1,1
3513,270,2016,1,1
3513,270,2017,1,1
3513,270,2018,1,1
3513,270,2019,1,1
3516,270,2017,1,1
3518,270,2015,1,1
3518,270,2016,1,1
3518,270,2017,1,1
3518,270,2018,1,1
3518,270,2019,1,1
3519,270,2015,1,1
3519,270,2016,1,1
3519,270,2017,1,1
3519,270,2018,1,1
3519,270,2019,1,1
3520,270,2015,1,1
3520,270,2016,1,1
3520,270,2017,1,1
3520,270,2018,1,1
3520,270,2019,1,1
3521,270,2016,1,1
3522,329,2023,1,1
3522,329,2024,1,1
3522,329,2025,1,1
3523,329,2015,1,1
3523,329,2016,1,1
3523,329,2017,1,1
3523,329,2018,1,1
3523,329,2019,1,1
3523,329,2023,1,1
3523,329,2024,1,1
3523,329,2025,1,1
3524,329,2019,1,1
3524,329,2024,1,1
3524,329,2025,1,1
3525,329,2024,1,1
3526,329,2016,1,1
3526,329,2018,1,1
3526,329,2024,1,1
3527,329,2019,1,1
3527,329,2024,1,1
3527,329,2025,1,1
3528,329,2025,1,1
3531,327,2015,2,1
3531,329,2023,1,1
3531,329,2024,1,1
3532,329,2016,1,1
3532,329,2017,1,1
3532,329,2018,1,1
3532,329,2023,1,1
3532,329,2024,1,1
3532,329,2025,1,1
3534,329,2015,1,1
3534,329,2017,1,1
3534,329,2019,1,1
3534,329,2024,1,1
3534,329,2025,1,1
3536,329,2023,1,1
3536,329,2024,1,1
3539,329,2024,1,1
3543,329,2024,1,1
3543,329,2025,1,1
3544,329,2015,1,1
3544,329,2017,1,1
3544,329,2019,1,1
3544,329,2023,1,1
3544,329,2025,1,1
3549,329,2015,1,1
3549,329,2016,1,1
3549,329,2017,1,1
3549,329,2019,1,1
3549,329,2024,1,1
3549,329,2025,1,1
3551,285,2024,3,1
3551,329,2016,1,1
3551,329,2018,1,1
3551,329,2023,1,1
3552,329,2023,1,1
3552,329,2025,1,1
3553,329,2016,1,1
3553,329,2018,1,1
3553,329,2023,1,1
3553,329,2025,1,1
3554,329,2015,1,1
3554,329,2017,1,1
3554,329,2019,1,1
3556,329,2016,1,1
3556,329,2018,1,1
3556,329,2023,1,1
3557,251,2024,1,1
3557,251,2025,1,1
3557,329,2015,1,1
3557,329,2016,1,1
3557,329,2018,1,1
3557,329,2023,1,1
3558,329,2016,1,1
3558,329,2018,1,1
3558,329,2019,1,1
3560,329,2015,1,1
3560,329,2017,1,1
3560,329,2019,1,1
3561,329,2015,1,1
3561,329,2017,1,1
3561,329,2018,1,1
3561,329,2019,1,1
3561,329,2023,1,1
3561,329,2024,1,1
3561,329,2025,1,1
3563,250,2015,3,1
3563,250,2016,3,1
3563,250,2017,3,1
3563,250,2018,3,1
3563,250,2019,3,1
3563,250,2022,1,1
3563,250,2023,1,1
3563,250,2024,1,1
3563,250,2025,1,1
3564,250,2023,3,1
3564,250,2024,3,1
3564,250,2025,3,1
3564,323,2016,3,1
3564,323,2017,3,1
3564,323,2018,3,1
3564,323,2019,3,1
3564,323,2022,3,1
3566,250,2015,3,1
3566,250,2016,3,1
3566,250,2017,3,1
3566,250,2018,3,1
3566,250,2019,3,1
3566,250,2022,3,1
3566,250,2023,3,1
3566,250,2024,2,1
3566,250,2025,2,1
3567,250,2015,3,1
3567,250,2016,3,1
3567,250,2017,3,1
3567,250,2018,3,1
3567,250,2019,3,1
3567,250,2022,3,1
3567,250,2023,3,1
3567,250,2024,3,1
3567,250,2025,3,1
3568,250,2015,5,1
3568,250,2016,1,1
3568,250,2017,1,1
3568,250,2018,1,1
3568,250,2019,1,1
3568,250,2022,1,1
3568,250,2023,1,1
3568,250,2024,1,1
3568,250,2025,1,1
3569,250,2015,3,1
3569,250,2016,3,1
3569,250,2017,3,1
3569,250,2018,3,1
3569,250,2019,3,1
3569,250,2022,3,1
3569,250,2023,3,1
3569,250,2024,3,1
3570,250,2015,3,1
3570,250,2016,3,1
3570,250,2017,3,1
3570,250,2018,3,1
3570,250,2019,3,1
3570,250,2022,3,1
3570,250,2023,3,1
3571,250,2015,6,1
3571,250,2016,1,1
3571,250,2017,1,1
3571,250,2018,1,1
3571,250,2019,1,1
3571,250,2022,3,1
3571,250,2023,3,1
3571,250,2024,3,1
3572,250,2019,1,1
3572,250,2023,1,1
3572,250,2025,1,1
3572,323,2022,1,1
3575,250,2015,8,1
3575,250,2017,1,1
3575,250,2018,1,1
3575,250,2019,1,1
3575,250,2022,1,1
3575,250,2023,1,1
3575,250,2024,1,1
3575,250,2025,1,1
3577,250,2023,3,1
3578,250,2015,3,1
3578,250,2016,3,1
3578,250,2017,3,1
3578,250,2018,3,1
3578,250,2019,3,1
3578,250,2022,3,1
3578,250,2023,1,1
3578,250,2024,1,1
3579,250,2015,8,1
3579,250,2016,1,1
3579,250,2017,1,1
3579,250,2018,1,1
3579,250,2019,1,1
3579,250,2023,1,1
3579,250,2024,1,1
3579,250,2025,1,1
3579,323,2022,1,1
3582,46,2015,3,1
3582,46,2017,3,1
3582,46,2019,3,1
3582,46,2022,3,1
3582,46,2024,3,1
3583,46,2025,2,1
3590,46,2023,3,1
3590,46,2024,3,1
3590,46,2025,3,1
3591,46,2019,3,1
3591,46,2022,3,1
3591,46,2023,3,1
3591,46,2024,2,1
3591,46,2025,3,1
3592,46,2018,2,1
3592,46,2019,2,1
3592,46,2022,2,1
3592,46,2023,2,1
3592,46,2024,2,1
3595,46,2015,3,1
3595,46,2016,2,1
3595,46,2017,3,1
3595,46,2018,3,1
3595,46,2019,3,1
3595,46,2024,3,1
3596,7,2016,1,1
3596,7,2019,1,1
3596,46,2023,3,1
3596,46,2024,3,1
3596,46,2025,3,1
3597,46,2024,3,1
3597,46,2025,3,1
3598,46,2019,2,1
3598,46,2022,2,1
3598,46,2023,2,1
3598,46,2024,2,1
3598,46,2025,2,1
3601,46,2019,2,1
3601,46,2022,1,1
3605,46,2016,3,1
3605,46,2018,3,1
3605,46,2019,3,1
3605,46,2022,3,1
3612,46,2015,3,1
3612,46,2016,3,1
3613,46,2023,3,1
3613,46,2024,3,1
3613,46,2025,3,1
3619,46,2022,3,1
3619,46,2023,3,1
3621,46,2023,2,1
3622,46,2015,2,1
3622,46,2016,2,1
3622,46,2017,3,1
3622,46,2018,3,1
3622,46,2019,3,1
3622,46,2022,3,1
3622,46,2023,3,1
3622,46,2025,2,1
3623,46,2019,2,1
3623,46,2022,2,1
3623,46,2023,2,1
3623,46,2024,2,1
3623,46,2025,3,1
3624,46,2015,3,1
3624,46,2016,3,1
3624,46,2017,3,1
3624,46,2018,3,1
3624,46,2019,3,1
3624,46,2022,3,1
3624,46,2023,3,1
3624,46,2024,3,1
3624,46,2025,3,1
3626,46,2023,2,1
3626,46,2024,3,1
3626,46,2025,3,1
3637,47,2022,1,1
3638,47,2023,1,1
3638,47,2024,1,1
3638,47,2025,1,1
3639,47,2023,1,1
3639,47,2024,1,1
3639,47,2025,1,1
3640,47,2024,1,1
3641,47,2024,1,1
3641,47,2025,1,1
3642,47,2024,1,1
3643,47,2023,1,1
3643,47,2024,1,1
3643,47,2025,1,1
3644,47,2022,1,1
3644,47,2023,1,1
3644,47,2024,1,1
3644,47,2025,1,1
3645,47,2022,1,1
3645,47,2023,1,1
3645,47,2024,1,1
3645,47,2025,1,1
3646,47,2022,1,1
3646,47,2025,1,1
3647,214,2024,2,1
3647,214,2025,2,1
3647,290,2015,2,1
3647,290,2016,2,1
3647,290,2017,2,1
3647,290,2018,2,1
3647,290,2019,2,1
3647,290,2022,2,1
3647,290,2023,2,1
3648,214,2023,1,1
3648,214,2024,1,1
3648,214,2025,7,1
3649,214,2024,1,1
3650,214,2024,1,1
3652,214,2015,3,1
3652,214,2016,3,1
3652,214,2017,3,1
3652,214,2018,3,1
3652,214,2019,3,1
3652,214,2023,1,1
3652,214,2024,1,1
3652,214,2025,7,1
3653,214,2024,1,1
3653,214,2025,1,1
3654,214,2024,1,1
3654,221,2016,2,1
3654,221,2017,1,1
3654,221,2018,1,1
3654,290,2022,1,1
3655,214,2015,8,1
3655,214,2016,1,1
3655,214,2017,1,1
3655,214,2018,1,1
3655,214,2019,1,1
3655,214,2023,1,1
3655,214,2024,1,1
3655,214,2025,7,1
3656,214,2024,1,1
3656,214,2025,1,1
3656,290,2015,1,1
3656,290,2016,1,1
3656,290,2017,1,1
3656,290,2018,1,1
3656,290,2019,1,1
3656,290,2022,1,1
3656,290,2023,1,1
3658,214,2024,1,1
3658,214,2025,1,1
3658,290,2019,1,1
3658,290,2022,1,1
3658,290,2023,1,1
3660,214,2025,1,1
3660,290,2023,1,1
3661,214,2025,1,1
3662,214,2023,1,1
3662,214,2024,1,1
3662,214,2025,1,1
3663,290,2017,1,1
3663,290,2018,1,1
3663,290,2019,1,1
3663,290,2022,1,1
3664,214,2023,1,1
3664,214,2025,7,1
3665,97,2015,2,1
3665,97,2016,1,1
3665,97,2017,1,1
3665,97,2018,1,1
3665,97,2019,1,1
3668,97,2018,1,1
3668,97,2019,1,1
3669,97,2015,2,1
3669,97,2017,1,1
3669,97,2018,1,1
3669,97,2019,1,1
3670,97,2015,8,1
3670,97,2016,1,1
3670,97,2017,1,1
3670,97,2018,1,1
3671,97,2015,4,1
3671,97,2016,1,1
3671,97,2017,1,1
3671,97,2018,1,1
3671,97,2019,1,1
3673,97,2015,4,1
3673,97,2016,3,1
3673,97,2017,3,1
3673,97,2018,3,1
3674,97,2015,8,1
3674,97,2016,1,1
3674,97,2017,1,1
3674,97,2018,1,1
3674,97,2019,1,1
3676,97,2015,8,1
3676,97,2016,1,1
3676,97,2017,1,1
3676,97,2018,1,1
3676,97,2019,1,1
3677,97,2015,8,1
3677,97,2016,1,1
3677,97,2017,1,1
3677,97,2018,1,1
3677,97,2019,1,1
3678,97,2015,1,1
3678,97,2016,1,1
3678,97,2017,1,1
3678,97,2018,1,1
3678,97,2019,1,1
3684,97,2019,3,1
3685,97,2015,8,1
3685,97,2016,1,1
3685,97,2017,1,1
3685,97,2018,3,1
3685,97,2019,3,1
3686,97,2015,2,1
3686,97,2016,2,1
3686,97,2017,2,1
3686,97,2019,1,1
3688,97,2015,2,1
3688,97,2016,2,1
3688,97,2017,2,1
3688,97,2018,3,1
3688,97,2019,3,1
3689,280,2015,2,1
3689,280,2016,2,1
3689,280,2017,2,1
3689,280,2018,2,1
3689,280,2019,2,1
3689,280,2022,2,1
3689,280,2023,2,1
3689,280,2024,2,1
3689,280,2025,2,1
3693,280,2022,2,1
3693,280,2023,2,1
3693,280,2024,2,1
3693,280,2025,2,1
3701,280,2015,2,1
3701,280,2016,2,1
3701,280,2017,2,1
3701,280,2018,2,1
3701,280,2019,2,1
3701,280,2022,2,1
3701,280,2023,2,1
3701,280,2024,2,1
3701,280,2025,2,1
3705,280,2015,2,1
3705,280,2016,2,1
3705,280,2017,2,1
3705,280,2018,2,1
3705,280,2019,2,1
3705,280,2022,2,1
3705,280,2023,2,1
3705,280,2024,2,1
3705,280,2025,2,1
3710,245,2016,2,1
3710,284,2022,1,1
3710,284,2024,1,1
3710,284,2025,1,1
3711,284,2022,1,1
3711,284,2024,1,1
3712,284,2018,1,1
3713,284,2018,1,1
3713,284,2019,1,1
3716,284,2018,1,1
3716,284,2019,1,1
3717,284,2025,1,1
3718,284,2018,1,1
3718,284,2019,1,1
3718,292,2015,3,1
3721,-1,2015,1,1
3721,284,2016,2,1
3721,284,2017,2,1
3721,284,2018,1,1
3721,284,2019,2,1
3721,284,2022,1,1
3721,284,2023,1,1
3721,284,2024,1,1
3721,284,2025,1,1
3722,245,2018,3,1
3722,245,2019,3,1
3722,284,2023,1,1
3726,284,2023,1,1
3726,284,2024,1,1
3726,284,2025,1,1
3727,284,2024,1,1
3729,284,2022,1,1
3729,284,2023,1,1
3729,284,2025,1,1
3731,284,2023,1,1
3733,284,2019,1,1
3733,284,2023,1,1
3733,284,2024,1,1
3736,284,2024,1,1
3737,284,2022,1,1
3737,284,2023,1,1
3737,284,2025,1,1
3739,245,2018,1,1
3739,245,2019,1,1
3741,284,2018,1,1
3741,284,2019,1,1
3741,284,2022,1,1
3741,284,2023,1,1
3741,284,2024,1,1
3741,284,2025,1,1
3742,284,2022,1,1
3747,284,2018,1,1
3747,284,2019,1,1
3748,284,2015,6,1
3748,284,2016,1,1
3748,284,2017,1,1
3748,284,2018,1,1
3748,284,2019,1,1
3748,284,2022,1,1
3748,284,2023,1,1
3748,284,2024,1,1
3748,284,2025,1,1
3753,126,2015,1,1
3753,126,2016,1,1
3753,126,2017,1,1
3753,126,2018,1,1
3755,126,2015,1,1
3756,120,2015,1,1
3756,120,2016,1,1
3756,120,2017,1,1
3756,120,2019,1,1
3758,126,2018,1,1
3762,126,2015,1,1
3762,126,2016,1,1
3762,126,2017,1,1
3762,126,2018,1,1
3762,126,2019,1,1
3764,17,2017,1,1
3764,17,2018,1,1
3764,17,2019,1,1
3766,104,2015,1,1
3766,104,2016,1,1
3766,104,2017,1,1
3766,104,2018,1,1
3766,104,2019,1,1
3766,104,2022,1,1
3766,104,2023,1,1
3766,104,2024,1,1
3766,104,2025,1,1
3769,104,2023,1,1
3769,104,2024,1,1
3769,104,2025,1,1
3770,104,2015,1,1
3770,104,2016,1,1
3770,104,2017,1,1
3770,104,2019,1,1
3770,104,2022,1,1
3770,104,2023,1,1
3770,104,2025,1,1
3774,104,2022,3,1
3774,104,2023,3,1
3774,104,2024,3,1
3774,104,2025,3,1
3776,104,2015,1,1
3776,104,2016,1,1
3776,104,2017,1,1
3776,104,2018,1,1
3776,104,2019,1,1
3776,104,2022,1,1
3776,104,2024,1,1
3776,104,2025,1,1
3781,104,2022,1,1
3782,104,2019,1,1
3782,104,2022,1,1
3782,104,2023,1,1
3782,104,2024,1,1
3782,104,2025,1,1
3783,104,2015,1,1
3783,104,2016,1,1
3783,104,2017,1,1
3783,104,2018,1,1
3783,104,2019,1,1
3783,104,2022,1,1
3783,104,2023,1,1
3783,104,2024,1,1
3783,104,2025,1,1
3786,121,2022,1,1
3786,121,2023,1,1
3787,67,2015,1,1
3787,67,2016,2,1
3789,58,2015,1,1
3789,58,2016,1,1
3789,58,2017,1,1
3789,58,2018,1,1
3789,58,2019,1,1
3790,104,2022,1,1
3791,55,2015,2,1
3791,55,2016,1,1
3791,55,2017,1,1
3791,55,2018,3,1
3792,104,2015,1,1
3792,104,2016,1,1
3792,104,2017,1,1
3792,104,2018,1,1
3792,104,2019,1,1
3792,104,2022,1,1
3792,104,2023,1,1
3792,104,2024,1,1
3792,104,2025,1,1
3793,104,2022,3,1
3793,104,2023,3,1
3793,104,2024,3,1
3793,104,2025,3,1
3798,104,2025,1,1
3810,104,2019,3,1
3810,104,2024,3,1
3812,83,2015,3,1
3812,83,2017,1,1
3812,83,2019,2,1
3813,104,2015,1,1
3813,104,2016,1,1
3813,104,2017,1,1
3813,104,2018,1,1
3813,104,2019,1,1
3813,104,2022,1,1
3813,104,2023,1,1
3813,104,2024,1,1
3813,104,2025,7,1
3816,104,2018,1,1
3816,104,2022,1,1
3816,104,2023,3,1
3816,104,2024,1,1
3816,104,2025,1,1
3820,104,2018,1,1
3820,104,2019,1,1
3821,104,2025,1,1
3822,104,2025,3,1
3823,104,2015,1,1
3823,104,2016,1,1
3823,104,2018,1,1
3823,104,2019,1,1
3823,104,2022,1,1
3823,104,2023,1,1
3823,104,2024,1,1
3824,104,2015,3,1
3824,104,2016,3,1
3824,104,2017,3,1
3824,104,2018,3,1
3824,104,2019,3,1
3824,104,2022,3,1
3824,104,2023,3,1
3824,104,2024,3,1
3824,104,2025,3,1
3825,104,2024,3,1
3825,104,2025,3,1
3826,104,2015,1,1
3826,104,2016,1,1
3826,104,2017,1,1
3826,104,2018,1,1
3826,104,2019,1,1
3826,104,2022,1,1
3826,104,2023,1,1
3826,104,2024,1,1
3830,104,2018,1,1
3830,104,2019,1,1
3830,104,2022,1,1
3830,104,2023,1,1
3830,104,2024,1,1
3830,104,2025,7,1
3831,83,2015,3,1
3831,83,2017,2,1
3834,104,2015,1,1
3834,104,2016,1,1
3834,104,2017,1,1
3834,104,2018,1,1
3834,104,2019,1,1
3834,104,2022,1,1
3834,104,2023,1,1
3834,104,2024,1,1
3834,104,2025,1,1
3837,104,2024,1,1
3837,104,2025,1,1
3838,104,2023,3,1
3838,104,2024,1,1
3838,104,2025,1,1
3839,104,2017,1,1
